analysis_sample_rate,artist_7digitalid,artist_familiarity,artist_hotttnesss,artist_id,artist_latitude,artist_location,artist_longitude,artist_mbid,artist_name,artist_playmeid,audio_md5,danceability,duration,end_of_fade_in,energy,key,key_confidence,loudness,mode,mode_confidence,release,release_7digitalid,song_hotttnesss,song_id,start_of_fade_out,tempo,time_signature,time_signature_confidence,title,track_7digitalid,track_id,year
"22050","60488","0.360031166464","0.296268954311","ARGSJW91187B9B1D6B","35.21962","North Carolina","-80.01955","eb722df4-372e-4742-8586-f7ff658012d6","JennyAnyKind","-1","028c11fd932f96f85cd550ae50a1b188","0.0","218.77506","2.125","0.0","5","0.354","-10.021","0","0.485","I Need You","539081","0.0","SOQHXMF12AB0182363","207.012","146.765","1","0.0","Young Boy Blues","5967937","TRAAAVO128F93133D4","0"
"22050","4923","0.545159295601","0.351555861186","ARC43071187B990240","nan","Wisner, LA","nan","001a1d90-56dc-4992-bd7d-970ecd7105d0","Wayne Watson","17334","f853c665c52f2ea69211840de3ba07e1","0.0","245.21098","0.357","0.0","7","0.07","-7.545","1","0.686","The Way Home","163874","0.265861049211","SOKEJEJ12A8C13E0D0","227.48","117.975","4","0.835","The Urgency (LP Version)","1735859","TRAABCL128F4286650","0"
"22050","88523","0.577508974325","0.37948217028","ARL7K851187B99ACD2","nan","","nan","572d6bb7-58cc-4a96-8e5c-58eae4739190","Andy Andy","14303","8f298a84c01d4892d820ff54104b7df8","0.0","226.35057","0.0","0.0","9","0.205","-6.632","1","0.305","Placer & Castigo","575792","0.0","SOMUYGI12AB0188633","221.553","130.04","4","0.0","La Culpa","6381162","TRAABDL12903CAABBA","0"
"22050","327171","0.0855120471086","0.251936524762","ARHHO3O1187B989413","nan","","nan","e870caaf-3650-4ed8-9ca1-1ac36419abb0","Bob Azzam","-1","1d67443d1dcad563e814414dd684b48e","0.0","191.84281","0.38","0.0","10","0.0","-7.75","0","0.198","Arrivederci","815863","0.0","SORAMLE12AB017C8B0","188.424","137.334","1","0.319","Auguri Cha Cha","9014963","TRAABJL12903CDCF1A","0"
"22050","237","0.776675855685","0.553071991462","ARIK43K1187B9AE54C","nan","Beverly Hills, CA","nan","3cb25fb2-5547-4b05-adec-1a5e37830d46","Lionel Richie","-1","e21ebf6e182f2164b43c4f68e27e6f6a","0.0","307.3824","0.612","0.0","3","0.524","-8.346","1","0.533","Dancing On The Ceiling","25811","nan","SOBONFF12A6D4F84D8","296.658","125.197","3","0.211","Tonight Will Be Alright","276438","TRAABJV128F1460C49","1986"
"22050","3950","0.63642364495","0.44793548048","ARD842G1187B997376","43.64856","Toronto, Ontario, Canada","-79.38533","6b52e1be-f27a-433c-b51a-3f2d63abc2ba","Blue Rodeo","-1","b2561c848c67cc8446b1433c6939addd","0.0","491.12771","0.0","0.0","7","1.0","-8.576","1","0.829","Outskirts","135122","0.405115721691","SOHUOAP12A8AE488E9","486.034","119.826","4","0.756","Floating","1399936","TRAABLR128F423B7E3","1987"
"22050","24687","0.419943148435","0.330806356856","ARIG6O41187B988BDD","37.16793","United States","-95.84502","9f6413ef-4320-4833-87be-3ad1d3bf238f","Richard Souther","18135","0b9438d5b97d76022744eece3862605e","0.0","228.5971","0.223","0.0","8","0.041","-16.11","1","0.516","Cross Currents","149958","0.334706549069","SOUQQEA12A8C134B1B","217.426","127.756","5","0.579","High Tide","1560940","TRAABNV128F425CEE1","0"
"22050","248913","0.36328057111","0.306676093479","AR1ZHYZ1187FB3C717","nan","","nan","762e2728-f093-4548-8f36-f4580d83e207","Faiz Ali Faiz","-1","f24a29ab18aaa7c0dcd3527af0aff68f","0.0","599.24853","1.193","0.0","6","0.06","-8.032","1","0.346","Panjtan Ka Ghulam","535188","nan","SOILPQQ12AB017E82A","591.999","99.273","4","0.158","Sohna Nee Sohna Data","5916675","TRAABRB128F9306DD5","0"
"22050","1396","0.707199763838","0.513463289702","ARYKCQI1187FB3B18F","nan","","nan","eeacb319-8d4c-48e0-80a0-944e71c375bf","Tesla","7536","3e57f1f9670a3aa3bd8901e6eee32149","0.0","290.29832","0.145","0.0","7","0.725","-5.271","1","0.756","Gold","372309","0.684136191229","SOXLBJT12A8C140925","285.605","150.062","4","0.931","Caught In A Dream","4143071","TRAABVM128F92CA9DC","2004"
"22050","399889","0.320314370171","0.0","ARNPAGP1241B9C7FD4","nan","","nan","","lextrical","-1","3bb031ff1cff6593efa7c768cfa90d22","0.0","165.69424","0.162","0.0","7","0.011","-6.787","1","0.568","Whatever Happened To Boredom?","541101","0.0","SOZVMJI12AB01808AF","157.391","138.331","4","0.127","Synthetic Dream","5991843","TRAABXG128F9318EBD","0"
"22050","34818","0.394138539846","0.291539727089","ARQGYP71187FB44566","34.31109","Mineola, AR","-94.02978","0b8f67b3-b1d8-4d7a-8317-9d2e7e1cb277","Jimmy Wakely","156926","3ed412aed58a32b2b8354d02a48c88c3","0.0","151.84934","2.827","0.0","1","0.799","-15.221","1","0.716","1942-1952 Jimmy Wakely","605134","nan","SOWTBJW12AC468AC6E","146.199","86.186","3","0.929","Broken-Down Merry-Go-Round","6721979","TRAABYN12903CFD305","0"
"22050","185559","0.489816268982","0.328553015018","ARI3BMM1187FB4255E","38.8991","Washington","-77.029","c5bca5a8-1357-4f4c-8544-b36c814ff6d6","Alice Stuart","-1","8125cbddb7b46628dbd8af0dcfdd5611","0.0","220.78649","0.206","0.0","11","0.809","-8.514","1","0.521","All The Good Times","239740","0.0","SOBEBDG12A58A76D60","207.656","110.382","1","0.192","Kassie Jones","3006504","TRAABYW128F4244559","0"
"22050","69720","0.677420465226","0.37825468551","AR5KOSW1187FB35FF4","49.80388","Dubai UAE","15.47491","d3cc4c24-1b5b-4d71-bcc9-1940e0e3e9d3","Elena","34776","47d2c68a4eaf1c7ed8a1fffc9f9c186e","0.0","269.58322","0.0","0.0","2","0.596","-8.05","1","0.666","Un cafe_ setanta matins","386995","0.313562114248","SOZCTXZ12AB0182364","256.168","111.874","4","1.0","Setanta matins","4292004","TRAACCG128F92E8A55","0"
"22050","82239","0.839962768151","0.541888972034","ARMAC4T1187FB3FA4C","40.82624","Morris Plains, NJ","-74.47995","1bc41dff-5397-4c53-bb50-469d2c277197","The Dillinger Escape Plan","11414","8c987e191b479de914ece0ece1f8fb9e","0.0","207.77751","0.061","0.0","7","0.381","-4.264","1","0.453","Miss Machine","223365","0.66652784623","SOBBUGU12A8C13E95D","204.696","166.862","4","0.0","Setting Fire to Sleeping Giants","2439720","TRAACER128F4290F96","2004"
"22050","36525","0.435415818155","0.306242264246","AR47JEX1187B995D81","37.83721","Nevada, MO","-94.35868","7994b392-4b14-4b06-b591-fd8b0ad65338","SUE THOMPSON","-1","aa483bfe099a6beffc240c997339d9e7","0.0","124.86485","0.0","0.0","10","0.697","-12.332","1","0.541","Sue Thompson - Her Very Best","652784","0.495293621292","SOBLGCN12AB0183212","115.74","137.522","4","0.0","James (Hold The Ladder Steady)","7232396","TRAACFV128F935E50B","1985"
"22050","14773","0.609063700031","0.363651365059","ARGIWFO1187B9B55B7","nan","","nan","34f4bdc2-ed51-44da-af51-7e507d9d4721","Five Bolt Main","-1","34cf2dce6d6408286cfd65a31dc60194","0.0","225.09669","0.0","0.0","7","0.53","-5.908","1","0.512","Live","45730","0.3759843015","SOPSWQW12A6D4F8781","225.097","164.672","1","0.0","Made Like This (Live)","488005","TRAACHN128F1489601","0"
"22050","242273","0.550513697848","0.422705641029","ARNTLGG11E2835DDB9","nan","","nan","4d96f7d0-2f0e-4e92-ba70-a405f96f8cec","Clp","-1","bbf8a75f1dbb47d62a9938b2c686a7c3","0.0","338.31138","0.0","0.0","6","0.687","-6.486","0","0.486","Strictly Confidential","672016","nan","SOZQDIU12A58A7BCF6","338.311","125.006","4","1.0","Superconfidential","7448953","TRAACIW12903CC0F6D","0"
"22050","14504","0.459797128838","0.349912611675","ARDNS031187B9924F0","32.67828","Georgia","-83.22295","e29641cc-3658-4886-89d7-3a146d2d3d75","Tim Wilson","7570","ebebdcfecb78adaf47a1860e55d5c50d","0.0","186.48771","1.083","0.0","5","0.762","-4.516","1","0.539","The Real Twang Thang","160881","nan","SONYPOM12A8C13B2D7","175.467","90.022","1","0.971","I Think My Wife Is Running Around On Me (Taco Hell)","1699837","TRAACLV128F427E123","2005"
"22050","15815","0.588827100502","0.37967112475","AROUOZZ1187B9ABE51","40.79195","New York, NY [Spanish Harlem]","-73.94512","dadec058-023e-498a-b1c7-776d03cc88ce","Willie Bobo","-1","784d7f50a1179d0fad2e771d125fc749","0.0","168.25424","0.2","0.0","8","0.812","-9.616","1","0.736","Willie Bobo's Finest Hour","59744","nan","SOBZBAZ12A6D4F8742","161.89","127.025","4","0.792","Spanish Grease","618725","TRAACNS128F14A2DF5","1997"
"22050","28882","0.396455253917","0.299230367929","ARH4Z031187B9A71F2","40.73197","Newark, NJ","-74.17418","8f2974e0-3647-48f6-86f8-603a2c5f31ae","Faye Adams","70806","07b11c250326d20b7c5c2538f56066b5","0.0","156.39465","0.562","0.0","8","0.569","-18.051","1","0.495","Shake A Hand","373723","0.0","SOVYKGO12AB0187199","150.634","95.957","3","0.689","Crazy Mixed Up World","5660441","TRAACOW128F933E35F","1961"
"22050","9947","0.706827671304","0.416173064627","ARB29H41187B98F0EF","41.88415","Chicago","-87.63241","44fd61e1-119c-479e-8301-8ac5c77148bf","Terry Callier","43725","1bcc5424889fa52e636b6ff801100c24","0.0","342.56934","0.063","0.0","6","0.381","-11.939","1","0.538","Occasional Rain","228326","0.41373983586","SOGNCJP12A58A80271","333.154","110.189","3","0.353","Do You Finally Need A Friend","2503960","TRAACPE128F421C1B9","1972"
"22050","343187","0.560557983904","0.452789476752","AR1Y2PT1187FB5B9CE","27.94017","Brandon","-82.32547","84f3a2c3-95b4-4d4f-82d9-0e4baf4886ab","John Wesley","-1","cb3a96380f2084aa94f38ca0d473d847","0.0","484.62322","28.172","0.0","4","0.283","-15.335","0","0.363","The Emperor Falls","463514","0.377531644977","SOLLHMX12AB01846DC","480.363","138.007","4","0.893","The Emperor Falls","5158927","TRAACQT128F9331780","0"
"22050","14045","0.640807101964","0.418216518195","ARAJPHH1187FB5566A","40.7038","Queens, NY","-73.83168","91d01e5f-252d-469d-a16a-12c613e48e5d","The Shangri-Las","2995","519e4222be254d9848224a99cee7511a","0.0","164.80608","0.0","0.0","10","0.254","-10.922","1","0.042","Best of The Shangri-Las","643400","0.443291311905","SOYTPEP12AB0180E7B","156.177","130.1","1","0.0","Twist and Shout","7133415","TRAACSL128F93462F4","1964"
"22050","16838","0.52371463697","0.384611083962","AR0RCMP1187FB3F427","30.08615","Beaumont, TX","-94.10158","615d51ca-3d06-43dc-b956-4d76099f4b5e","Billie Jo Spears","56462","8b99765c6ea21c447b787845282bd16b","0.0","133.32853","0.0","0.0","4","0.384","-9.983","1","0.402","20 Of Her Best","663761","0.0","SOGXHEG12AB018653E","130.009","160.839","1","0.0","It Makes No Difference Now","7357260","TRAACTB12903CAAF15","1992"
"22050","9222","0.793605080371","0.426317956408","AREBBGV1187FB523D2","nan","Houston, TX","nan","7685015d-bd3b-4888-9020-3288c421cc9f","Mike Jones (Featuring CJ_ Mello & Lil' Bran)","2567","bff34ce1d6c7b9f71ee7b5737e9ec741","0.0","173.66159","0.0","0.0","7","0.299","-7.762","1","0.464","Who Is Mike Jones?","12882","nan","SOOLYAZ12A6701F4A6","164.908","41.993","1","0.0","Laws Patrolling (Album Version)","133966","TRAACVS128E078BE39","0"
"22050","107468","0.501544777104","0.392733675547","ARGUVEV1187B98BA17","nan","","nan","017f5df4-c30c-4799-95f7-997bd5b88df7","Sierra Maestra","185183","26b62d8f58664a9fce20a58c9c296fc9","0.0","313.12934","0.0","0.0","9","0.724","-9.512","1","0.364","Tibiri Tabara","270281","nan","SOGOSOV12AF72A285E","307.688","189.646","3","0.674","¿Dónde va Chichi?","3003122","TRAACZK128F4243829","1997"
"22050","16860","0.809323793002","0.488019841686","ARPQ4Z01187FB3A736","29.42449","San Antonio, TX","-98.49462","2339bc21-aa92-4850-86f0-4bb9433910c8","Butthole Surfers","110955","206108fa28f21272fb5502be54119f78","0.0","450.84689","0.467","0.0","4","0.726","-9.063","0","0.367","Piouhgd + Widowermaker!","244586","0.593943075902","SOJXVAH12A8C139700","426.104","130.586","4","0.42","Barking Dogs (From ""Piouhgd"")","2788206","TRAADDS128F425C68B","0"
"22050","45784","0.632559542285","0.411688959786","ARNQAVF11F4C844C04","nan","","nan","","Despina Vandi","447","97d776fe6da052dcdd7244901af7ec04","0.0","303.09832","0.067","0.0","8","0.532","-8.879","0","0.516","Profities","157648","nan","SOVXMTN12A8C135A18","294.818","128.292","4","0.83","OUTE ENA EFHARISTO","1658618","TRAADED128F42741FD","0"
"22050","34461","0.597541217972","0.38265197114","ARXUT4W1187FB48BEB","nan","","nan","e927aaaa-323e-4f90-952d-b420212191b2","Javier Navarrete","-1","3424e5e202aba39cb777a4d532abd2ff","0.0","128.83546","0.0","0.0","3","0.0","-17.699","1","0.251","Cracks","644631","0.394394856101","SORSECL12AB0182267","121.423","90.932","3","1.0","Midnight Swim","7143933","TRAADEV128F9348C0A","0"
"22050","125706","0.49544592177","0.294861261887","ARDD1RC1187B9B52B4","nan","","nan","5665cefe-8f12-4328-b66b-2f62644be484","Jacob Young","-1","ee563dc9b78a4d9f39edc3431f014093","0.0","456.30649","0.241","0.0","1","0.611","-19.478","1","0.546","Pieces Of Time","730551","0.0","SOOGFBZ12AC3DF7FF2","451.315","89.667","4","0.747","In A Subtle Way","8093189","TRAADHS12903CE70A9","0"
"22050","527722","0.527865076159","0.393121933571","ARLGWFM1187FB4AC9F","34.05349","California - LA","-118.24532","575122b0-bdba-442d-891c-8a8b2999aa98","Scarlet's Remains","-1","2fb63b556f85dcfba3ed11b688ba953e","0.0","198.73914","0.0","0.0","7","0.673","-7.469","1","0.579","The Palest Grey","709879","0.450992311636","SOMSBGZ12AB018C4CB","193.016","115.061","4","0.731","Spin","7872290","TRAADIV12903CB15C1","2007"
"22050","240277","0.668674532861","0.46753844401","ARWYVP51187B98C516","42.33168","Detroit, MI","-83.04792","c6d2cbdf-30e7-4233-a1b4-e892f116ada1","The Suicide Machines","-1","1471d168999432ec6360889940e3e0e1","0.0","95.68608","0.0","0.0","2","0.421","-2.022","1","0.589","A Match & Some Gasoline","706005","0.528782480943","SONYRZV12AB018AF70","87.806","115.887","4","0.744","Burning In The Aftermath","7830058","TRAADLH12903CA70EE","2003"
"22050","522","0.814829656133","0.735765692951","ARFCUN31187B9AD578","51.50632","London, England","-0.12714","b071f9fa-14b0-4217-8e97-eb41da73f598","The Rolling Stones","10490","7bbefe182a5d8a70b5b72a64a14f6c1b","0.0","271.49016","0.171","0.0","9","0.301","-10.358","0","0.392","Jump Back - The Best Of The Rolling Stones_ '71-'93","42595","0.834492619891","SONQBUB12A6D4F8ED0","263.784","139.333","1","0.0","Angie (1993 Digital Remaster)","453879","TRAADLN128F14832E9","0"
"22050","176139","0.482356042591","0.350078578989","AR6YDKV1187B989230","nan","","nan","a3bbee3c-ef45-43e7-bf4f-ba0f871ea716","Roberto Torres","-1","b568d4f2a491bec936881d13e965c1dd","0.0","226.66404","0.311","0.0","0","0.863","-12.716","1","0.671","Lo Mejor con La Orq. Broadway","782470","0.0","SOHGKJW12AC468A8BD","219.51","117.271","4","0.453","Sabor Guajiro","8653966","TRAADLR12903CF8D7E","0"
"22050","16308","0.661080167604","0.442765842029","ARV1JVD1187B9AD195","35.91463","Chapel Hill, NC","-79.05661","3ddc1fe4-0abb-4af0-9392-e36720386842","Loudon Wainwright III","14418","b477cf436c14e093b3fef949d18932c0","0.0","190.48444","0.258","0.0","3","0.544","-15.663","1","0.596","Grown Man","28723","0.510119314033","SOINBCU12A6D4F94C0","177.029","102.428","4","0.496","Human Cannonball","315300","TRAADLX128F1469250","1995"
"22050","6186","0.701180873608","0.466628888902","AR7TTS41187B9B42D3","34.36401","Oxford, MS","-89.51877","355eed00-6c40-4d33-940a-600b2597407a","R.L. Burnside","26588","ff6a3b61c73903e886d364ac05531d51","0.0","277.78567","0.24","0.0","2","0.0","-6.944","1","0.0","A Bothered Mind","557761","0.482137585065","SOTWVQT12A58A79650","267.453","89.984","4","0.0","Glory Be","6169318","TRAADMH128F9343E59","2004"
"22050","48814","0.733798940436","0.544257505725","ART3O5Z1187B9AB043","32.77815","Dallas, TX","-96.7954","f5426431-f490-4678-ad44-a75c71097bb4","Stevie Ray Vaughan","9729","a77e2966eaa31170f28ece01fcee24b4","0.0","248.78975","0.183","0.0","1","0.754","-7.805","1","0.597","Greatest Hits","417945","nan","SOTSEJY12AB0180F56","246.19","116.721","4","0.522","Crossfire","4659073","TRAADNA128F9331246","1992"
"22050","39546","0.590692917947","0.452817837697","AR5U94U1187FB5CDCF","nan","","nan","d83e599c-2d5a-44ec-b727-587e1455b1b5","John Hammond","7350","8bd7911d74bd9afce01290bad03d195d","0.0","195.3171","0.0","0.0","7","0.98","-10.7","1","0.753","Bluesman","575531","nan","SOTSETT12AB01863B8","187.617","123.142","4","0.678","I Can't Be Satisfied","6378564","TRAADOF12903CAA1C1","2002"
"22050","48409","0.665322161906","0.394217198901","ARRJNTE1187FB44E12","nan","","nan","73d882c7-1146-4012-a61b-a3b2c11fce2f","Casiotone For The Painfully Alone","-1","1bb9cb115bdcbad912cb3bea9facb2b8","0.0","175.72526","0.734","0.0","0","0.522","-10.93","1","0.474","Etiquette","234425","0.785892288388","SOTUNMH12A6D4FA3E6","168.699","141.919","4","0.445","Nashville Parthenon","2573759","TRAADQX128F422B4CF","2006"
"22050","7171","0.50407566993","0.334577360119","AR6IRG41187B9A4D98","52.51607","Berlin, Germany","13.37698","168e3ccd-91f5-480c-970a-b35171c71164","Ec8or","-1","7b3f44c5a55e1ad736d334901f18fe5e","0.0","217.23383","1.042","0.0","10","0.005","-9.493","0","0.305","Ec8or","505301","nan","SOEPPKB12AB018418B","213.496","95.596","4","1.0","Cocain Ducks","5591305","TRAADRN128F932D607","1995"
"22050","24313","0.717670524729","0.479308459338","ARS1OWB1187B99EEAD","nan","New York, NY","nan","1b96b9c9-0832-40cb-9f8d-7274de3733fc","The New York Dolls","5379","432aa5b29f21533b447d37363bab6705","0.0","344.05832","0.068","0.0","11","0.425","-9.253","1","0.486","Too Much Too Soon","74655","0.561692411179","SOGKIWV12A6D4F86C4","335.029","154.953","1","0.0","Human Being","770031","TRAADVH128EF34DE7A","1974"
"22050","2800","0.669726187566","0.427914246983","ARGMXQW1187FB54C34","-23.56287","Sao Paulo, Brazil","-46.65466","9974cbc1-6a00-4a97-8a36-e4a25bfe0293","Eliane Elias","14229","61c1d3f9dc9caf347132097986f1618d","0.0","251.42812","0.071","0.0","7","0.391","-12.009","1","0.319","Bossa Nova Stories","322532","0.434838090261","SOPHYIS12AAF3B35A3","237.598","86.091","5","0.551","The More I See You","3635000","TRAADYB128F92D7E73","2009"
"22050","10275","0.569741152282","0.412240600536","AROEL1B1187B988B90","nan","South Jamaica, Queens","nan","8b70d4d9-b3d3-4a99-8a95-96ee59f12140","Lost Boyz","-1","c9bd47047417a4003783ffde156efb6f","0.0","269.7922","0.218","0.0","7","0.715","-11.043","1","0.614","Love_ Peace & Nappiness","14592","0.405115721691","SOFHBAR12A6701D0FE","257.416","90.218","4","1.0","Certain Things We Do","151792","TRAADYI128E078FB38","1997"
"22050","104787","0.640048357157","0.404392640155","AR8W8DN1187FB35ED0","34.05349","Los Angeles, CA","-118.24532","42c4b58d-2e28-41d4-bfe5-4edee68386cf","The Germs","-1","94bd349c13024d5ac83064e4fed31fd7","0.0","206.05342","0.0","0.0","11","0.641","-11.506","0","0.597","Germicide","515081","nan","SOCPRKM12AB018A2FD","206.053","133.144","1","0.0","Forming","5714272","TRAAEAM128F934B199","1977"
"22050","264183","0.397772875788","0.383475744907","ARUWLCL1187FB549B8","nan","","nan","b0288f97-71d3-4fa2-8379-e482c4d97e95","Yamandu Costa","147394","d513e317cb700731da236983b6c235a3","0.0","190.04036","0.0","0.0","2","0.105","-14.179","1","0.433","Mafuá","765750","nan","SOFGHAM12AB0186412","176.924","205.317","4","0.0","Mafuá","8478956","TRAAEDJ12903CCE390","0"
"22050","4010","0.643182772912","0.500691340913","AR3793X1187FB50CB3","nan","Middlesbrough, England","nan","c707b37e-cb5c-4694-be4d-46beefcb2475","Chris Rea","-1","db40ea1ed032ccf190419babe51ef333","0.0","241.162","0.549","0.0","9","0.222","-8.531","1","0.403","The Road To Hell Part 2","17220","0.767727748373","SODHVES12A6701CE6B","230.342","180.149","4","0.0","Driving Home For Christmas","183976","TRAAEEH128E0795DFE","1986"
"22050","364953","0.411421048262","0.338414818483","ARINEWW1187FB5577E","nan","","nan","2f3532b3-febc-4ab2-8f97-fbeebbaa1fe7","Perrey And Kingsley","-1","71d2fb37641b20f96955402be7eab02f","0.0","122.64444","0.99","0.0","0","0.61","-8.541","0","0.489","Vanguard Visionaries","617077","0.434838090261","SOXIATP12AAF3B2184","109.627","102.538","4","0.869","Spooks In Space","6856216","TRAAELO128F9302DD1","1966"
"22050","3041","0.751007620037","0.523699077765","ARDGB6U1187FB3AD07","51.50632","London, England","-0.12714","b4d32cff-f19e-455f-86c4-f347d824ca61","Eurythmics","576","6ad09a99e119960fe234a19e890f8742","0.0","207.0722","2.583","0.0","0","0.442","-6.629","1","0.371","Be Yourself Tonight","278999","0.382935090075","SOGNQWU12A8AE4868F","202.757","84.164","4","0.853","Tous Les Garçons Et Les Filles","3107981","TRAAEMJ128F425A917","1985"
"22050","13801","0.548585130198","0.383524247328","AR2J2WF1187FB46271","54.48303","Egremont, Cumbria, England","-3.53444","211256ad-1a39-4bb9-a216-24a2d985343e","Francis Dunnery","42151","7f6863d6bb4c426234987f1528300b57","0.0","300.79955","0.0","0.0","7","0.666","-13.33","1","0.658","Hometown 2001","19601","0.610474257772","SOYQOFI12A6D4F76E1","298.347","124.175","4","0.698","Too Much Saturn","205540","TRAAENC128F1451DE9","1995"
"22050","10249","0.749317800961","0.481655862412","ARUI8651187B9ACF52","nan","Garnant, Wales","nan","72c090b6-a68e-4cb9-b330-85278681a714","John Cale","17190","fbf497a6838e179be5b78f9aa3668638","0.0","228.46649","0.0","0.0","7","0.458","-12.412","1","0.602","Eat / Kiss: Music For The Films By Andy Warhol","38599","0.226555313956","SOVOLGY12A6D4F822B","228.466","137.004","1","0.0","Movement 4 [from Kiss] (Album Version)","413033","TRAAENP128F147BF32","1997"
"22050","1647","0.631946665998","0.380704535824","AR89DTT1187B9A7ED5","37.77916","California - SF","-122.42005","2ce96399-f6da-439f-af3a-f319ebe2074c","Suzanne Ciani","22282","3be610cc9850e3967869b8124041c004","0.0","239.59465","0.311","0.0","7","0.527","-21.552","1","0.613","The Ultimate Most Relaxing New Age Piano in the Universe","619882","0.415983118288","SOMZCVH12AB0182B8E","236.507","106.33","4","0.526","Stream","6885148","TRAAEOU128F9309DE0","0"
